Wind power DK prognosis in MWh;;;;;
Data was last updated 10-02-2018;Hours;G4_quantity;G4_price;G5_quantity;G5_price
04/01/2018;9,00;730;5;630;10
04/01/2018;10,00;730;5;630;10
04/01/2018;11,00;730;5;630;10
04/01/2018;12,00;730;5;630;10
04/01/2018;13,00;730;5;630;10
04/01/2018;14,00;730;5;630;10
04/01/2018;15,00;730;5;630;10
04/01/2018;16,00;730;5;630;10
04/01/2018;17,00;730;5;630;10
04/01/2018;18,00;730;5;630;10
04/01/2018;19,00;730;5;630;10
04/01/2018;20,00;730;5;630;10
04/01/2018;21,00;730;5;630;10
04/01/2018;22,00;730;5;630;10
04/01/2018;23,00;730;5;630;10
05/01/2018;0,00;730;5;630;10
05/01/2018;1,00;730;5;630;10
05/01/2018;2,00;730;5;630;10
05/01/2018;3,00;730;5;630;10
05/01/2018;4,00;730;5;630;10
05/01/2018;5,00;730;5;630;10
05/01/2018;6,00;730;5;630;10
05/01/2018;7,00;730;5;630;10
05/01/2018;8,00;730;5;630;10
05/01/2018;9,00;730;5;630;10
05/01/2018;10,00;730;5;630;10
05/01/2018;11,00;730;5;630;10
05/01/2018;12,00;730;5;630;10
05/01/2018;13,00;730;5;630;10
05/01/2018;14,00;730;5;630;10
05/01/2018;15,00;730;5;630;10
05/01/2018;16,00;730;5;630;10
05/01/2018;17,00;730;5;630;10
05/01/2018;18,00;730;5;630;10
05/01/2018;19,00;730;5;630;10
05/01/2018;20,00;730;5;630;10
05/01/2018;21,00;730;5;630;10
05/01/2018;22,00;730;5;630;10
05/01/2018;23,00;730;5;630;10
06/01/2018;0,00;730;5;630;10
06/01/2018;1,00;730;5;630;10
06/01/2018;2,00;730;5;630;10
06/01/2018;3,00;730;5;630;10
06/01/2018;4,00;730;5;630;10
06/01/2018;5,00;730;5;630;10
06/01/2018;6,00;730;5;630;10
06/01/2018;7,00;730;5;630;10
06/01/2018;8,00;730;5;630;10
06/01/2018;9,00;730;5;630;10
06/01/2018;10,00;730;5;630;10
06/01/2018;11,00;730;5;630;10
06/01/2018;12,00;730;5;630;10
06/01/2018;13,00;730;5;630;10
06/01/2018;14,00;730;5;630;10
06/01/2018;15,00;730;5;630;10
06/01/2018;16,00;730;5;630;10
06/01/2018;17,00;730;5;630;10
06/01/2018;18,00;730;5;630;10
06/01/2018;19,00;730;5;630;10
06/01/2018;20,00;730;5;630;10
06/01/2018;21,00;730;5;630;10
06/01/2018;22,00;730;5;630;10
06/01/2018;23,00;730;5;630;10
07/01/2018;0,00;730;5;630;10
07/01/2018;1,00;730;5;630;10
07/01/2018;2,00;730;5;630;10
07/01/2018;3,00;730;5;630;10
07/01/2018;4,00;730;5;630;10
07/01/2018;5,00;730;5;630;10
07/01/2018;6,00;730;5;630;10
07/01/2018;7,00;730;5;630;10
07/01/2018;8,00;730;5;630;10
07/01/2018;9,00;730;5;630;10
07/01/2018;10,00;730;5;630;10
07/01/2018;11,00;730;5;630;10
07/01/2018;12,00;730;5;630;10
07/01/2018;13,00;730;5;630;10
07/01/2018;14,00;730;5;630;10
07/01/2018;15,00;730;5;630;10
07/01/2018;16,00;730;5;630;10
07/01/2018;17,00;730;5;630;10
07/01/2018;18,00;730;5;630;10
07/01/2018;19,00;730;5;630;10
07/01/2018;20,00;730;5;630;10
07/01/2018;21,00;730;5;630;10
07/01/2018;22,00;730;5;630;10
07/01/2018;23,00;730;5;630;10
08/01/2018;0,00;730;5;630;10
08/01/2018;1,00;730;5;630;10
08/01/2018;2,00;730;5;630;10
08/01/2018;3,00;730;5;630;10
08/01/2018;4,00;730;5;630;10
08/01/2018;5,00;730;5;630;10
08/01/2018;6,00;730;5;630;10
08/01/2018;7,00;730;5;630;10
08/01/2018;8,00;730;5;630;10
08/01/2018;9,00;730;5;630;10
08/01/2018;10,00;730;5;630;10
08/01/2018;11,00;730;5;630;10
08/01/2018;12,00;730;5;630;10
08/01/2018;13,00;730;5;630;10
08/01/2018;14,00;730;5;630;10
08/01/2018;15,00;730;5;630;10
08/01/2018;16,00;730;5;630;10
08/01/2018;17,00;730;5;630;10
08/01/2018;18,00;730;5;630;10
08/01/2018;19,00;730;5;630;10
08/01/2018;20,00;730;5;630;10
08/01/2018;21,00;730;5;630;10
08/01/2018;22,00;730;5;630;10
08/01/2018;23,00;730;5;630;10
09/01/2018;0,00;730;5;630;10
09/01/2018;1,00;730;5;630;10
09/01/2018;2,00;730;5;630;10
09/01/2018;3,00;730;5;630;10
09/01/2018;4,00;730;5;630;10
09/01/2018;5,00;730;5;630;10
09/01/2018;6,00;730;5;630;10
09/01/2018;7,00;730;5;630;10
09/01/2018;8,00;730;5;630;10
09/01/2018;9,00;730;5;630;10
09/01/2018;10,00;730;5;630;10
09/01/2018;11,00;730;5;630;10
09/01/2018;12,00;730;5;630;10
09/01/2018;13,00;730;5;630;10
09/01/2018;14,00;730;5;630;10
09/01/2018;15,00;730;5;630;10
09/01/2018;16,00;730;5;630;10
09/01/2018;17,00;730;5;630;10
09/01/2018;18,00;730;5;630;10
09/01/2018;19,00;730;5;630;10
09/01/2018;20,00;730;5;630;10
09/01/2018;21,00;730;5;630;10
09/01/2018;22,00;730;5;630;10
09/01/2018;23,00;730;5;630;10
10/01/2018;0,00;730;5;630;10
10/01/2018;1,00;730;5;630;10
10/01/2018;2,00;730;5;630;10
10/01/2018;3,00;730;5;630;10
10/01/2018;4,00;730;5;630;10
10/01/2018;5,00;730;5;630;10
10/01/2018;6,00;730;5;630;10
10/01/2018;7,00;730;5;630;10
10/01/2018;8,00;730;5;630;10
10/01/2018;9,00;730;5;630;10
10/01/2018;10,00;730;5;630;10
10/01/2018;11,00;730;5;630;10
10/01/2018;12,00;730;5;630;10
10/01/2018;13,00;730;5;630;10
10/01/2018;14,00;730;5;630;10
10/01/2018;15,00;730;5;630;10
10/01/2018;16,00;730;5;630;10
10/01/2018;17,00;730;5;630;10
10/01/2018;18,00;730;5;630;10
10/01/2018;19,00;730;5;630;10
10/01/2018;20,00;730;5;630;10
10/01/2018;21,00;730;5;630;10
10/01/2018;22,00;730;5;630;10
10/01/2018;23,00;730;5;630;10
11/01/2018;0,00;730;5;630;10
11/01/2018;1,00;730;5;630;10
11/01/2018;2,00;730;5;630;10
11/01/2018;3,00;730;5;630;10
11/01/2018;4,00;730;5;630;10
11/01/2018;5,00;730;5;630;10
11/01/2018;6,00;730;5;630;10
11/01/2018;7,00;730;5;630;10
11/01/2018;8,00;730;5;630;10
11/01/2018;9,00;730;5;630;10
11/01/2018;10,00;730;5;630;10
11/01/2018;11,00;730;5;630;10
11/01/2018;12,00;730;5;630;10
11/01/2018;13,00;730;5;630;10
11/01/2018;14,00;730;5;630;10
11/01/2018;15,00;730;5;630;10
11/01/2018;16,00;730;5;630;10
11/01/2018;17,00;730;5;630;10
11/01/2018;18,00;730;5;630;10
11/01/2018;19,00;730;5;630;10
11/01/2018;20,00;730;5;630;10
11/01/2018;21,00;730;5;630;10
11/01/2018;22,00;730;5;630;10
11/01/2018;23,00;730;5;630;10
12/01/2018;0,00;730;5;630;10
12/01/2018;1,00;730;5;630;10
12/01/2018;2,00;730;5;630;10
12/01/2018;3,00;730;5;630;10
12/01/2018;4,00;730;5;630;10
12/01/2018;5,00;730;5;630;10
12/01/2018;6,00;730;5;630;10
12/01/2018;7,00;730;5;630;10
12/01/2018;8,00;730;5;630;10
12/01/2018;9,00;730;5;630;10
12/01/2018;10,00;730;5;630;10
12/01/2018;11,00;730;5;630;10
12/01/2018;12,00;730;5;630;10
12/01/2018;13,00;730;5;630;10
12/01/2018;14,00;730;5;630;10
12/01/2018;15,00;730;5;630;10
12/01/2018;16,00;730;5;630;10
12/01/2018;17,00;730;5;630;10
12/01/2018;18,00;730;5;630;10
12/01/2018;19,00;730;5;630;10
12/01/2018;20,00;730;5;630;10
12/01/2018;21,00;730;5;630;10
12/01/2018;22,00;730;5;630;10
12/01/2018;23,00;730;5;630;10
13/01/2018;0,00;730;5;630;10
13/01/2018;1,00;730;5;630;10
13/01/2018;2,00;730;5;630;10
13/01/2018;3,00;730;5;630;10
13/01/2018;4,00;730;5;630;10
13/01/2018;5,00;730;5;630;10
13/01/2018;6,00;730;5;630;10
13/01/2018;7,00;730;5;630;10
13/01/2018;8,00;730;5;630;10
13/01/2018;9,00;730;5;630;10
13/01/2018;10,00;730;5;630;10
13/01/2018;11,00;730;5;630;10
13/01/2018;12,00;730;5;630;10
13/01/2018;13,00;730;5;630;10
13/01/2018;14,00;730;5;630;10
13/01/2018;15,00;730;5;630;10
13/01/2018;16,00;730;5;630;10
13/01/2018;17,00;730;5;630;10
13/01/2018;18,00;730;5;630;10
13/01/2018;19,00;730;5;630;10
13/01/2018;20,00;730;5;630;10
13/01/2018;21,00;730;5;630;10
13/01/2018;22,00;730;5;630;10
13/01/2018;23,00;730;5;630;10
14/01/2018;0,00;730;5;630;10
14/01/2018;1,00;730;5;630;10
14/01/2018;2,00;730;5;630;10
14/01/2018;3,00;730;5;630;10
14/01/2018;4,00;730;5;630;10
14/01/2018;5,00;730;5;630;10
14/01/2018;6,00;730;5;630;10
14/01/2018;7,00;730;5;630;10
14/01/2018;8,00;730;5;630;10
14/01/2018;9,00;730;5;630;10
14/01/2018;10,00;730;5;630;10
14/01/2018;11,00;730;5;630;10
14/01/2018;12,00;730;5;630;10
14/01/2018;13,00;730;5;630;10
14/01/2018;14,00;730;5;630;10
14/01/2018;15,00;730;5;630;10
14/01/2018;16,00;730;5;630;10
14/01/2018;17,00;730;5;630;10
14/01/2018;18,00;730;5;630;10
14/01/2018;19,00;730;5;630;10
14/01/2018;20,00;730;5;630;10
14/01/2018;21,00;730;5;630;10
14/01/2018;22,00;730;5;630;10
14/01/2018;23,00;730;5;630;10
15/01/2018;0,00;730;5;630;10
15/01/2018;1,00;730;5;630;10
15/01/2018;2,00;730;5;630;10
15/01/2018;3,00;730;5;630;10
15/01/2018;4,00;730;5;630;10
15/01/2018;5,00;730;5;630;10
15/01/2018;6,00;730;5;630;10
15/01/2018;7,00;730;5;630;10
15/01/2018;8,00;730;5;630;10
15/01/2018;9,00;730;5;630;10
15/01/2018;10,00;730;5;630;10
15/01/2018;11,00;730;5;630;10
15/01/2018;12,00;730;5;630;10
15/01/2018;13,00;730;5;630;10
15/01/2018;14,00;730;5;630;10
15/01/2018;15,00;730;5;630;10
15/01/2018;16,00;730;5;630;10
15/01/2018;17,00;730;5;630;10
15/01/2018;18,00;730;5;630;10
15/01/2018;19,00;730;5;630;10
15/01/2018;20,00;730;5;630;10
15/01/2018;21,00;730;5;630;10
15/01/2018;22,00;730;5;630;10
15/01/2018;23,00;730;5;630;10
16/01/2018;0,00;730;5;630;10
16/01/2018;1,00;730;5;630;10
16/01/2018;2,00;730;5;630;10
16/01/2018;3,00;730;5;630;10
16/01/2018;4,00;730;5;630;10
16/01/2018;5,00;730;5;630;10
16/01/2018;6,00;730;5;630;10
16/01/2018;7,00;730;5;630;10
16/01/2018;8,00;730;5;630;10
16/01/2018;9,00;730;5;630;10
16/01/2018;10,00;730;5;630;10
16/01/2018;11,00;730;5;630;10
16/01/2018;12,00;730;5;630;10
16/01/2018;13,00;730;5;630;10
16/01/2018;14,00;730;5;630;10
16/01/2018;15,00;730;5;630;10
16/01/2018;16,00;730;5;630;10
16/01/2018;17,00;730;5;630;10
16/01/2018;18,00;730;5;630;10
16/01/2018;19,00;730;5;630;10
16/01/2018;20,00;730;5;630;10
16/01/2018;21,00;730;5;630;10
16/01/2018;22,00;730;5;630;10
16/01/2018;23,00;730;5;630;10
17/01/2018;0,00;730;5;630;10
17/01/2018;1,00;730;5;630;10
17/01/2018;2,00;730;5;630;10
17/01/2018;3,00;730;5;630;10
17/01/2018;4,00;730;5;630;10
17/01/2018;5,00;730;5;630;10
17/01/2018;6,00;730;5;630;10
17/01/2018;7,00;730;5;630;10
17/01/2018;8,00;730;5;630;10
17/01/2018;9,00;730;5;630;10
17/01/2018;10,00;730;5;630;10
17/01/2018;11,00;730;5;630;10
17/01/2018;12,00;730;5;630;10
17/01/2018;13,00;730;5;630;10
17/01/2018;14,00;730;5;630;10
17/01/2018;15,00;730;5;630;10
17/01/2018;16,00;730;5;630;10
17/01/2018;17,00;730;5;630;10
17/01/2018;18,00;730;5;630;10
17/01/2018;19,00;730;5;630;10
17/01/2018;20,00;730;5;630;10
17/01/2018;21,00;730;5;630;10
17/01/2018;22,00;730;5;630;10
17/01/2018;23,00;730;5;630;10
18/01/2018;0,00;730;5;630;10
18/01/2018;1,00;730;5;630;10
18/01/2018;2,00;730;5;630;10
18/01/2018;3,00;730;5;630;10
18/01/2018;4,00;730;5;630;10
18/01/2018;5,00;730;5;630;10
18/01/2018;6,00;730;5;630;10
18/01/2018;7,00;730;5;630;10
18/01/2018;8,00;730;5;630;10
18/01/2018;9,00;730;5;630;10
18/01/2018;10,00;730;5;630;10
18/01/2018;11,00;730;5;630;10
18/01/2018;12,00;730;5;630;10
18/01/2018;13,00;730;5;630;10
18/01/2018;14,00;730;5;630;10
18/01/2018;15,00;730;5;630;10
18/01/2018;16,00;730;5;630;10
18/01/2018;17,00;730;5;630;10
18/01/2018;18,00;730;5;630;10
18/01/2018;19,00;730;5;630;10
18/01/2018;20,00;730;5;630;10
18/01/2018;21,00;730;5;630;10
18/01/2018;22,00;730;5;630;10
18/01/2018;23,00;730;5;630;10
19/01/2018;0,00;730;5;630;10
19/01/2018;1,00;730;5;630;10
19/01/2018;2,00;730;5;630;10
19/01/2018;3,00;730;5;630;10
19/01/2018;4,00;730;5;630;10
19/01/2018;5,00;730;5;630;10
19/01/2018;6,00;730;5;630;10
19/01/2018;7,00;730;5;630;10
19/01/2018;8,00;730;5;630;10
19/01/2018;9,00;730;5;630;10
19/01/2018;10,00;730;5;630;10
19/01/2018;11,00;730;5;630;10
19/01/2018;12,00;730;5;630;10
19/01/2018;13,00;730;5;630;10
19/01/2018;14,00;730;5;630;10
19/01/2018;15,00;730;5;630;10
19/01/2018;16,00;730;5;630;10
19/01/2018;17,00;730;5;630;10
19/01/2018;18,00;730;5;630;10
19/01/2018;19,00;730;5;630;10
19/01/2018;20,00;730;5;630;10
19/01/2018;21,00;730;5;630;10
19/01/2018;22,00;730;5;630;10
19/01/2018;23,00;730;5;630;10
20/01/2018;0,00;730;5;630;10
20/01/2018;1,00;730;5;630;10
20/01/2018;2,00;730;5;630;10
20/01/2018;3,00;730;5;630;10
20/01/2018;4,00;730;5;630;10
20/01/2018;5,00;730;5;630;10
20/01/2018;6,00;730;5;630;10
20/01/2018;7,00;730;5;630;10
20/01/2018;8,00;730;5;630;10
20/01/2018;9,00;730;5;630;10
20/01/2018;10,00;730;5;630;10
20/01/2018;11,00;730;5;630;10
20/01/2018;12,00;730;5;630;10
20/01/2018;13,00;730;5;630;10
20/01/2018;14,00;730;5;630;10
20/01/2018;15,00;730;5;630;10
20/01/2018;16,00;730;5;630;10
20/01/2018;17,00;730;5;630;10
20/01/2018;18,00;730;5;630;10
20/01/2018;19,00;730;5;630;10
20/01/2018;20,00;730;5;630;10
20/01/2018;21,00;730;5;630;10
20/01/2018;22,00;730;5;630;10
20/01/2018;23,00;730;5;630;10
21/01/2018;0,00;730;5;630;10
21/01/2018;1,00;730;5;630;10
21/01/2018;2,00;730;5;630;10
21/01/2018;3,00;730;5;630;10
21/01/2018;4,00;730;5;630;10
21/01/2018;5,00;730;5;630;10
21/01/2018;6,00;730;5;630;10
21/01/2018;7,00;730;5;630;10
21/01/2018;8,00;730;5;630;10
21/01/2018;9,00;730;5;630;10
21/01/2018;10,00;730;5;630;10
21/01/2018;11,00;730;5;630;10
21/01/2018;12,00;730;5;630;10
21/01/2018;13,00;730;5;630;10
21/01/2018;14,00;730;5;630;10
21/01/2018;15,00;730;5;630;10
21/01/2018;16,00;730;5;630;10
21/01/2018;17,00;730;5;630;10
21/01/2018;18,00;730;5;630;10
21/01/2018;19,00;730;5;630;10
21/01/2018;20,00;730;5;630;10
21/01/2018;21,00;730;5;630;10
21/01/2018;22,00;730;5;630;10
21/01/2018;23,00;730;5;630;10
22/01/2018;0,00;730;5;630;10
22/01/2018;1,00;730;5;630;10
22/01/2018;2,00;730;5;630;10
22/01/2018;3,00;730;5;630;10
22/01/2018;4,00;730;5;630;10
22/01/2018;5,00;730;5;630;10
22/01/2018;6,00;730;5;630;10
22/01/2018;7,00;730;5;630;10
22/01/2018;8,00;730;5;630;10
22/01/2018;9,00;730;5;630;10
22/01/2018;10,00;730;5;630;10
22/01/2018;11,00;730;5;630;10
22/01/2018;12,00;730;5;630;10
22/01/2018;13,00;730;5;630;10
22/01/2018;14,00;730;5;630;10
22/01/2018;15,00;730;5;630;10
22/01/2018;16,00;730;5;630;10
22/01/2018;17,00;730;5;630;10
22/01/2018;18,00;730;5;630;10
22/01/2018;19,00;730;5;630;10
22/01/2018;20,00;730;5;630;10
22/01/2018;21,00;730;5;630;10
22/01/2018;22,00;730;5;630;10
22/01/2018;23,00;730;5;630;10
23/01/2018;0,00;730;5;630;10
23/01/2018;1,00;730;5;630;10
23/01/2018;2,00;730;5;630;10
23/01/2018;3,00;730;5;630;10
23/01/2018;4,00;730;5;630;10
23/01/2018;5,00;730;5;630;10
23/01/2018;6,00;730;5;630;10
23/01/2018;7,00;730;5;630;10
23/01/2018;8,00;730;5;630;10
23/01/2018;9,00;730;5;630;10
23/01/2018;10,00;730;5;630;10
23/01/2018;11,00;730;5;630;10
23/01/2018;12,00;730;5;630;10
23/01/2018;13,00;730;5;630;10
23/01/2018;14,00;730;5;630;10
23/01/2018;15,00;730;5;630;10
23/01/2018;16,00;730;5;630;10
23/01/2018;17,00;730;5;630;10
23/01/2018;18,00;730;5;630;10
23/01/2018;19,00;730;5;630;10
23/01/2018;20,00;730;5;630;10
23/01/2018;21,00;730;5;630;10
23/01/2018;22,00;730;5;630;10
23/01/2018;23,00;730;5;630;10
24/01/2018;0,00;730;5;630;10
24/01/2018;1,00;730;5;630;10
24/01/2018;2,00;730;5;630;10
24/01/2018;3,00;730;5;630;10
24/01/2018;4,00;730;5;630;10
24/01/2018;5,00;730;5;630;10
24/01/2018;6,00;730;5;630;10
24/01/2018;7,00;730;5;630;10
24/01/2018;8,00;730;5;630;10
24/01/2018;9,00;730;5;630;10
24/01/2018;10,00;730;5;630;10
24/01/2018;11,00;730;5;630;10
24/01/2018;12,00;730;5;630;10
24/01/2018;13,00;730;5;630;10
24/01/2018;14,00;730;5;630;10
24/01/2018;15,00;730;5;630;10
24/01/2018;16,00;730;5;630;10
24/01/2018;17,00;730;5;630;10
24/01/2018;18,00;730;5;630;10
24/01/2018;19,00;730;5;630;10
24/01/2018;20,00;730;5;630;10
24/01/2018;21,00;730;5;630;10
24/01/2018;22,00;730;5;630;10
24/01/2018;23,00;730;5;630;10
25/01/2018;0,00;730;5;630;10
25/01/2018;1,00;730;5;630;10
25/01/2018;2,00;730;5;630;10
25/01/2018;3,00;730;5;630;10
25/01/2018;4,00;730;5;630;10
25/01/2018;5,00;730;5;630;10
25/01/2018;6,00;730;5;630;10
25/01/2018;7,00;730;5;630;10
25/01/2018;8,00;730;5;630;10
25/01/2018;9,00;730;5;630;10
25/01/2018;10,00;730;5;630;10
25/01/2018;11,00;730;5;630;10
25/01/2018;12,00;730;5;630;10
25/01/2018;13,00;730;5;630;10
25/01/2018;14,00;730;5;630;10
25/01/2018;15,00;730;5;630;10
25/01/2018;16,00;730;5;630;10
25/01/2018;17,00;730;5;630;10
25/01/2018;18,00;730;5;630;10
25/01/2018;19,00;730;5;630;10
25/01/2018;20,00;730;5;630;10
25/01/2018;21,00;730;5;630;10
25/01/2018;22,00;730;5;630;10
25/01/2018;23,00;730;5;630;10
26/01/2018;0,00;730;5;630;10
26/01/2018;1,00;730;5;630;10
26/01/2018;2,00;730;5;630;10
26/01/2018;3,00;730;5;630;10
26/01/2018;4,00;730;5;630;10
26/01/2018;5,00;730;5;630;10
26/01/2018;6,00;730;5;630;10
26/01/2018;7,00;730;5;630;10
26/01/2018;8,00;730;5;630;10
26/01/2018;9,00;730;5;630;10
26/01/2018;10,00;730;5;630;10
26/01/2018;11,00;730;5;630;10
26/01/2018;12,00;730;5;630;10
26/01/2018;13,00;730;5;630;10
26/01/2018;14,00;730;5;630;10
26/01/2018;15,00;730;5;630;10
26/01/2018;16,00;730;5;630;10
26/01/2018;17,00;730;5;630;10
26/01/2018;18,00;730;5;630;10
26/01/2018;19,00;730;5;630;10
26/01/2018;20,00;730;5;630;10
26/01/2018;21,00;730;5;630;10
26/01/2018;22,00;730;5;630;10
26/01/2018;23,00;730;5;630;10
27/01/2018;0,00;730;5;630;10
27/01/2018;1,00;730;5;630;10
27/01/2018;2,00;730;5;630;10
27/01/2018;3,00;730;5;630;10
27/01/2018;4,00;730;5;630;10
27/01/2018;5,00;730;5;630;10
27/01/2018;6,00;730;5;630;10
27/01/2018;7,00;730;5;630;10
27/01/2018;8,00;730;5;630;10
27/01/2018;9,00;730;5;630;10
27/01/2018;10,00;730;5;630;10
27/01/2018;11,00;730;5;630;10
27/01/2018;12,00;730;5;630;10
27/01/2018;13,00;730;5;630;10
27/01/2018;14,00;730;5;630;10
27/01/2018;15,00;730;5;630;10
27/01/2018;16,00;730;5;630;10
27/01/2018;17,00;730;5;630;10
27/01/2018;18,00;730;5;630;10
27/01/2018;19,00;730;5;630;10
27/01/2018;20,00;730;5;630;10
27/01/2018;21,00;730;5;630;10
27/01/2018;22,00;730;5;630;10
27/01/2018;23,00;730;5;630;10
28/01/2018;0,00;730;5;630;10
28/01/2018;1,00;730;5;630;10
28/01/2018;2,00;730;5;630;10
28/01/2018;3,00;730;5;630;10
28/01/2018;4,00;730;5;630;10
28/01/2018;5,00;730;5;630;10
28/01/2018;6,00;730;5;630;10
28/01/2018;7,00;730;5;630;10
28/01/2018;8,00;730;5;630;10
28/01/2018;9,00;730;5;630;10
28/01/2018;10,00;730;5;630;10
28/01/2018;11,00;730;5;630;10
28/01/2018;12,00;730;5;630;10
28/01/2018;13,00;730;5;630;10
28/01/2018;14,00;730;5;630;10
28/01/2018;15,00;730;5;630;10
28/01/2018;16,00;730;5;630;10
28/01/2018;17,00;730;5;630;10
28/01/2018;18,00;730;5;630;10
28/01/2018;19,00;730;5;630;10
28/01/2018;20,00;730;5;630;10
28/01/2018;21,00;730;5;630;10
28/01/2018;22,00;730;5;630;10
28/01/2018;23,00;730;5;630;10
29/01/2018;0,00;730;5;630;10
29/01/2018;1,00;730;5;630;10
29/01/2018;2,00;730;5;630;10
29/01/2018;3,00;730;5;630;10
29/01/2018;4,00;730;5;630;10
29/01/2018;5,00;730;5;630;10
29/01/2018;6,00;730;5;630;10
29/01/2018;7,00;730;5;630;10
29/01/2018;8,00;730;5;630;10
29/01/2018;9,00;730;5;630;10
29/01/2018;10,00;730;5;630;10
29/01/2018;11,00;730;5;630;10
29/01/2018;12,00;730;5;630;10
29/01/2018;13,00;730;5;630;10
29/01/2018;14,00;730;5;630;10
29/01/2018;15,00;730;5;630;10
29/01/2018;16,00;730;5;630;10
29/01/2018;17,00;730;5;630;10
29/01/2018;18,00;730;5;630;10
29/01/2018;19,00;730;5;630;10
29/01/2018;20,00;730;5;630;10
29/01/2018;21,00;730;5;630;10
29/01/2018;22,00;730;5;630;10
29/01/2018;23,00;730;5;630;10
30/01/2018;0,00;730;5;630;10
30/01/2018;1,00;730;5;630;10
30/01/2018;2,00;730;5;630;10
30/01/2018;3,00;730;5;630;10
30/01/2018;4,00;730;5;630;10
30/01/2018;5,00;730;5;630;10
30/01/2018;6,00;730;5;630;10
30/01/2018;7,00;730;5;630;10
30/01/2018;8,00;730;5;630;10
30/01/2018;9,00;730;5;630;10
30/01/2018;10,00;730;5;630;10
30/01/2018;11,00;730;5;630;10
30/01/2018;12,00;730;5;630;10
30/01/2018;13,00;730;5;630;10
30/01/2018;14,00;730;5;630;10
30/01/2018;15,00;730;5;630;10
30/01/2018;16,00;730;5;630;10
30/01/2018;17,00;730;5;630;10
30/01/2018;18,00;730;5;630;10
30/01/2018;19,00;730;5;630;10
30/01/2018;20,00;730;5;630;10
30/01/2018;21,00;730;5;630;10
30/01/2018;22,00;730;5;630;10
30/01/2018;23,00;730;5;630;10
31/01/2018;0,00;730;5;630;10
31/01/2018;1,00;730;5;630;10
31/01/2018;2,00;730;5;630;10
31/01/2018;3,00;730;5;630;10
31/01/2018;4,00;730;5;630;10
31/01/2018;5,00;730;5;630;10
31/01/2018;6,00;730;5;630;10
31/01/2018;7,00;730;5;630;10
31/01/2018;8,00;730;5;630;10
31/01/2018;9,00;730;5;630;10
