Wind power DK prognosis in MWh;;;;;
Data was last updated 10-02-2018;;G8_quantity;G8_price;G9_quantity;G9_price
05/01/2018;11;320;43;360;39
05/01/2018;12;320;43;360;39
05/01/2018;13;320;43;360;39
05/01/2018;14;320;43;360;39
05/01/2018;15;320;43;360;39
05/01/2018;16;320;43;360;39
05/01/2018;17;320;43;360;39
05/01/2018;18;320;43;360;39
05/01/2018;19;320;43;360;39
05/01/2018;20;320;43;360;39
05/01/2018;21;320;43;360;39
05/01/2018;22;320;43;360;39
05/01/2018;23;320;43;360;39
06/01/2018;0;320;43;360;39
06/01/2018;1;320;43;360;39
06/01/2018;2;320;43;360;39
06/01/2018;3;320;43;360;39
06/01/2018;4;320;43;360;39
06/01/2018;5;320;43;360;39
06/01/2018;6;320;43;360;39
06/01/2018;7;320;43;360;39
06/01/2018;8;320;43;360;39
06/01/2018;9;320;43;360;39
06/01/2018;10;320;43;360;39
06/01/2018;11;320;43;360;39
06/01/2018;12;320;43;360;39
06/01/2018;13;320;43;360;39
06/01/2018;14;320;43;360;39
06/01/2018;15;320;43;360;39
06/01/2018;16;320;43;360;39
06/01/2018;17;320;43;360;39
06/01/2018;18;320;43;360;39
06/01/2018;19;320;43;360;39
06/01/2018;20;320;43;360;39
06/01/2018;21;320;43;360;39
06/01/2018;22;320;43;360;39
06/01/2018;23;320;43;360;39
07/01/2018;0;320;43;360;39
07/01/2018;1;320;43;360;39
07/01/2018;2;320;43;360;39
07/01/2018;3;320;43;360;39
07/01/2018;4;320;43;360;39
07/01/2018;5;320;43;360;39
07/01/2018;6;320;43;360;39
07/01/2018;7;320;43;360;39
07/01/2018;8;320;43;360;39
07/01/2018;9;320;43;360;39
07/01/2018;10;320;43;360;39
07/01/2018;11;320;43;360;39
07/01/2018;12;320;43;360;39
07/01/2018;13;320;43;360;39
07/01/2018;14;320;43;360;39
07/01/2018;15;320;43;360;39
07/01/2018;16;320;43;360;39
07/01/2018;17;320;43;360;39
07/01/2018;18;320;43;360;39
07/01/2018;19;320;43;360;39
07/01/2018;20;320;43;360;39
07/01/2018;21;320;43;360;39
07/01/2018;22;320;43;360;39
07/01/2018;23;320;43;360;39
08/01/2018;0;320;43;360;39
08/01/2018;1;320;43;360;39
08/01/2018;2;320;43;360;39
08/01/2018;3;320;43;360;39
08/01/2018;4;320;43;360;39
08/01/2018;5;320;43;360;39
08/01/2018;6;320;43;360;39
08/01/2018;7;320;43;360;39
08/01/2018;8;320;43;360;39
08/01/2018;9;320;43;360;39
08/01/2018;10;320;43;360;39
08/01/2018;11;320;43;360;39
08/01/2018;12;320;43;360;39
08/01/2018;13;320;43;360;39
08/01/2018;14;320;43;360;39
08/01/2018;15;320;43;360;39
08/01/2018;16;320;43;360;39
08/01/2018;17;320;43;360;39
08/01/2018;18;320;43;360;39
08/01/2018;19;320;43;360;39
08/01/2018;20;320;43;360;39
08/01/2018;21;320;43;360;39
08/01/2018;22;320;43;360;39
08/01/2018;23;320;43;360;39
09/01/2018;0;320;43;360;39
09/01/2018;1;320;43;360;39
09/01/2018;2;320;43;360;39
09/01/2018;3;320;43;360;39
09/01/2018;4;320;43;360;39
09/01/2018;5;320;43;360;39
09/01/2018;6;320;43;360;39
09/01/2018;7;320;43;360;39
09/01/2018;8;320;43;360;39
09/01/2018;9;320;43;360;39
09/01/2018;10;320;43;360;39
09/01/2018;11;320;43;360;39
09/01/2018;12;320;43;360;39
09/01/2018;13;320;43;360;39
09/01/2018;14;320;43;360;39
09/01/2018;15;320;43;360;39
09/01/2018;16;320;43;360;39
09/01/2018;17;320;43;360;39
09/01/2018;18;320;43;360;39
09/01/2018;19;320;43;360;39
09/01/2018;20;320;43;360;39
09/01/2018;21;320;43;360;39
09/01/2018;22;320;43;360;39
09/01/2018;23;320;43;360;39
10/01/2018;0;320;43;360;39
10/01/2018;1;320;43;360;39
10/01/2018;2;320;43;360;39
10/01/2018;3;320;43;360;39
10/01/2018;4;320;43;360;39
10/01/2018;5;320;43;360;39
10/01/2018;6;320;43;360;39
10/01/2018;7;320;43;360;39
10/01/2018;8;320;43;360;39
10/01/2018;9;320;43;360;39
10/01/2018;10;320;43;360;39
10/01/2018;11;320;43;360;39
10/01/2018;12;320;43;360;39
10/01/2018;13;320;43;360;39
10/01/2018;14;320;43;360;39
10/01/2018;15;320;43;360;39
10/01/2018;16;320;43;360;39
10/01/2018;17;320;43;360;39
10/01/2018;18;320;43;360;39
10/01/2018;19;320;43;360;39
10/01/2018;20;320;43;360;39
10/01/2018;21;320;43;360;39
10/01/2018;22;320;43;360;39
10/01/2018;23;320;43;360;39
11/01/2018;0;320;43;360;39
11/01/2018;1;320;43;360;39
11/01/2018;2;320;43;360;39
11/01/2018;3;320;43;360;39
11/01/2018;4;320;43;360;39
11/01/2018;5;320;43;360;39
11/01/2018;6;320;43;360;39
11/01/2018;7;320;43;360;39
11/01/2018;8;320;43;360;39
11/01/2018;9;320;43;360;39
11/01/2018;10;320;43;360;39
11/01/2018;11;320;43;360;39
11/01/2018;12;320;43;360;39
11/01/2018;13;320;43;360;39
11/01/2018;14;320;43;360;39
11/01/2018;15;320;43;360;39
11/01/2018;16;320;43;360;39
11/01/2018;17;320;43;360;39
11/01/2018;18;320;43;360;39
11/01/2018;19;320;43;360;39
11/01/2018;20;320;43;360;39
11/01/2018;21;320;43;360;39
11/01/2018;22;320;43;360;39
11/01/2018;23;320;43;360;39
12/01/2018;0;320;43;360;39
12/01/2018;1;320;43;360;39
12/01/2018;2;320;43;360;39
12/01/2018;3;320;43;360;39
12/01/2018;4;320;43;360;39
12/01/2018;5;320;43;360;39
12/01/2018;6;320;43;360;39
12/01/2018;7;320;43;360;39
12/01/2018;8;320;43;360;39
12/01/2018;9;320;43;360;39
12/01/2018;10;320;43;360;39
12/01/2018;11;320;43;360;39
12/01/2018;12;320;43;360;39
12/01/2018;13;320;43;360;39
12/01/2018;14;320;43;360;39
12/01/2018;15;320;43;360;39
12/01/2018;16;320;43;360;39
12/01/2018;17;320;43;360;39
12/01/2018;18;320;43;360;39
12/01/2018;19;320;43;360;39
12/01/2018;20;320;43;360;39
12/01/2018;21;320;43;360;39
12/01/2018;22;320;43;360;39
12/01/2018;23;320;43;360;39
13/01/2018;0;320;43;360;39
13/01/2018;1;320;43;360;39
13/01/2018;2;320;43;360;39
13/01/2018;3;320;43;360;39
13/01/2018;4;320;43;360;39
13/01/2018;5;320;43;360;39
13/01/2018;6;320;43;360;39
13/01/2018;7;320;43;360;39
13/01/2018;8;320;43;360;39
13/01/2018;9;320;43;360;39
13/01/2018;10;320;43;360;39
13/01/2018;11;320;43;360;39
13/01/2018;12;320;43;360;39
13/01/2018;13;320;43;360;39
13/01/2018;14;320;43;360;39
13/01/2018;15;320;43;360;39
13/01/2018;16;320;43;360;39
13/01/2018;17;320;43;360;39
13/01/2018;18;320;43;360;39
13/01/2018;19;320;43;360;39
13/01/2018;20;320;43;360;39
13/01/2018;21;320;43;360;39
13/01/2018;22;320;43;360;39
13/01/2018;23;320;43;360;39
14/01/2018;0;320;43;360;39
14/01/2018;1;320;43;360;39
14/01/2018;2;320;43;360;39
14/01/2018;3;320;43;360;39
14/01/2018;4;320;43;360;39
14/01/2018;5;320;43;360;39
14/01/2018;6;320;43;360;39
14/01/2018;7;320;43;360;39
14/01/2018;8;320;43;360;39
14/01/2018;9;320;43;360;39
14/01/2018;10;320;43;360;39
14/01/2018;11;320;43;360;39
14/01/2018;12;320;43;360;39
14/01/2018;13;320;43;360;39
14/01/2018;14;320;43;360;39
14/01/2018;15;320;43;360;39
14/01/2018;16;320;43;360;39
14/01/2018;17;320;43;360;39
14/01/2018;18;320;43;360;39
14/01/2018;19;320;43;360;39
14/01/2018;20;320;43;360;39
14/01/2018;21;320;43;360;39
14/01/2018;22;320;43;360;39
14/01/2018;23;320;43;360;39
15/01/2018;0;320;43;360;39
15/01/2018;1;320;43;360;39
15/01/2018;2;320;43;360;39
15/01/2018;3;320;43;360;39
15/01/2018;4;320;43;360;39
15/01/2018;5;320;43;360;39
15/01/2018;6;320;43;360;39
15/01/2018;7;320;43;360;39
15/01/2018;8;320;43;360;39
15/01/2018;9;320;43;360;39
15/01/2018;10;320;43;360;39
15/01/2018;11;320;43;360;39
15/01/2018;12;320;43;360;39
15/01/2018;13;320;43;360;39
15/01/2018;14;320;43;360;39
15/01/2018;15;320;43;360;39
15/01/2018;16;320;43;360;39
15/01/2018;17;320;43;360;39
15/01/2018;18;320;43;360;39
15/01/2018;19;320;43;360;39
15/01/2018;20;320;43;360;39
15/01/2018;21;320;43;360;39
15/01/2018;22;320;43;360;39
15/01/2018;23;320;43;360;39
16/01/2018;0;320;43;360;39
16/01/2018;1;320;43;360;39
16/01/2018;2;320;43;360;39
16/01/2018;3;320;43;360;39
16/01/2018;4;320;43;360;39
16/01/2018;5;320;43;360;39
16/01/2018;6;320;43;360;39
16/01/2018;7;320;43;360;39
16/01/2018;8;320;43;360;39
16/01/2018;9;320;43;360;39
16/01/2018;10;320;43;360;39
16/01/2018;11;320;43;360;39
16/01/2018;12;320;43;360;39
16/01/2018;13;320;43;360;39
16/01/2018;14;320;43;360;39
16/01/2018;15;320;43;360;39
16/01/2018;16;320;43;360;39
16/01/2018;17;320;43;360;39
16/01/2018;18;320;43;360;39
16/01/2018;19;320;43;360;39
16/01/2018;20;320;43;360;39
16/01/2018;21;320;43;360;39
16/01/2018;22;320;43;360;39
16/01/2018;23;320;43;360;39
17/01/2018;0;320;43;360;39
17/01/2018;1;320;43;360;39
17/01/2018;2;320;43;360;39
17/01/2018;3;320;43;360;39
17/01/2018;4;320;43;360;39
17/01/2018;5;320;43;360;39
17/01/2018;6;320;43;360;39
17/01/2018;7;320;43;360;39
17/01/2018;8;320;43;360;39
17/01/2018;9;320;43;360;39
17/01/2018;10;320;43;360;39
17/01/2018;11;320;43;360;39
17/01/2018;12;320;43;360;39
17/01/2018;13;320;43;360;39
17/01/2018;14;320;43;360;39
17/01/2018;15;320;43;360;39
17/01/2018;16;320;43;360;39
17/01/2018;17;320;43;360;39
17/01/2018;18;320;43;360;39
17/01/2018;19;320;43;360;39
17/01/2018;20;320;43;360;39
17/01/2018;21;320;43;360;39
17/01/2018;22;320;43;360;39
17/01/2018;23;320;43;360;39
18/01/2018;0;320;43;360;39
18/01/2018;1;320;43;360;39
18/01/2018;2;320;43;360;39
18/01/2018;3;320;43;360;39
18/01/2018;4;320;43;360;39
18/01/2018;5;320;43;360;39
18/01/2018;6;320;43;360;39
18/01/2018;7;320;43;360;39
18/01/2018;8;320;43;360;39
18/01/2018;9;320;43;360;39
18/01/2018;10;320;43;360;39
18/01/2018;11;320;43;360;39
18/01/2018;12;320;43;360;39
18/01/2018;13;320;43;360;39
18/01/2018;14;320;43;360;39
18/01/2018;15;320;43;360;39
18/01/2018;16;320;43;360;39
18/01/2018;17;320;43;360;39
18/01/2018;18;320;43;360;39
18/01/2018;19;320;43;360;39
18/01/2018;20;320;43;360;39
18/01/2018;21;320;43;360;39
18/01/2018;22;320;43;360;39
18/01/2018;23;320;43;360;39
19/01/2018;0;320;43;360;39
19/01/2018;1;320;43;360;39
19/01/2018;2;320;43;360;39
19/01/2018;3;320;43;360;39
19/01/2018;4;320;43;360;39
19/01/2018;5;320;43;360;39
19/01/2018;6;320;43;360;39
19/01/2018;7;320;43;360;39
19/01/2018;8;320;43;360;39
19/01/2018;9;320;43;360;39
19/01/2018;10;320;43;360;39
19/01/2018;11;320;43;360;39
19/01/2018;12;320;43;360;39
19/01/2018;13;320;43;360;39
19/01/2018;14;320;43;360;39
19/01/2018;15;320;43;360;39
19/01/2018;16;320;43;360;39
19/01/2018;17;320;43;360;39
19/01/2018;18;320;43;360;39
19/01/2018;19;320;43;360;39
19/01/2018;20;320;43;360;39
19/01/2018;21;320;43;360;39
19/01/2018;22;320;43;360;39
19/01/2018;23;320;43;360;39
20/01/2018;0;320;43;360;39
20/01/2018;1;320;43;360;39
20/01/2018;2;320;43;360;39
20/01/2018;3;320;43;360;39
20/01/2018;4;320;43;360;39
20/01/2018;5;320;43;360;39
20/01/2018;6;320;43;360;39
20/01/2018;7;320;43;360;39
20/01/2018;8;320;43;360;39
20/01/2018;9;320;43;360;39
20/01/2018;10;320;43;360;39
20/01/2018;11;320;43;360;39
20/01/2018;12;320;43;360;39
20/01/2018;13;320;43;360;39
20/01/2018;14;320;43;360;39
20/01/2018;15;320;43;360;39
20/01/2018;16;320;43;360;39
20/01/2018;17;320;43;360;39
20/01/2018;18;320;43;360;39
20/01/2018;19;320;43;360;39
20/01/2018;20;320;43;360;39
20/01/2018;21;320;43;360;39
20/01/2018;22;320;43;360;39
20/01/2018;23;320;43;360;39
21/01/2018;0;320;43;360;39
21/01/2018;1;320;43;360;39
21/01/2018;2;320;43;360;39
21/01/2018;3;320;43;360;39
21/01/2018;4;320;43;360;39
21/01/2018;5;320;43;360;39
21/01/2018;6;320;43;360;39
21/01/2018;7;320;43;360;39
21/01/2018;8;320;43;360;39
21/01/2018;9;320;43;360;39
21/01/2018;10;320;43;360;39
21/01/2018;11;320;43;360;39
21/01/2018;12;320;43;360;39
21/01/2018;13;320;43;360;39
21/01/2018;14;320;43;360;39
21/01/2018;15;320;43;360;39
21/01/2018;16;320;43;360;39
21/01/2018;17;320;43;360;39
21/01/2018;18;320;43;360;39
21/01/2018;19;320;43;360;39
21/01/2018;20;320;43;360;39
21/01/2018;21;320;43;360;39
21/01/2018;22;320;43;360;39
21/01/2018;23;320;43;360;39
22/01/2018;0;320;43;360;39
22/01/2018;1;320;43;360;39
22/01/2018;2;320;43;360;39
22/01/2018;3;320;43;360;39
22/01/2018;4;320;43;360;39
22/01/2018;5;320;43;360;39
22/01/2018;6;320;43;360;39
22/01/2018;7;320;43;360;39
22/01/2018;8;320;43;360;39
22/01/2018;9;320;43;360;39
22/01/2018;10;320;43;360;39
22/01/2018;11;320;43;360;39
22/01/2018;12;320;43;360;39
22/01/2018;13;320;43;360;39
22/01/2018;14;320;43;360;39
22/01/2018;15;320;43;360;39
22/01/2018;16;320;43;360;39
22/01/2018;17;320;43;360;39
22/01/2018;18;320;43;360;39
22/01/2018;19;320;43;360;39
22/01/2018;20;320;43;360;39
22/01/2018;21;320;43;360;39
22/01/2018;22;320;43;360;39
22/01/2018;23;320;43;360;39
23/01/2018;0;320;43;360;39
23/01/2018;1;320;43;360;39
23/01/2018;2;320;43;360;39
23/01/2018;3;320;43;360;39
23/01/2018;4;320;43;360;39
23/01/2018;5;320;43;360;39
23/01/2018;6;320;43;360;39
23/01/2018;7;320;43;360;39
23/01/2018;8;320;43;360;39
23/01/2018;9;320;43;360;39
23/01/2018;10;320;43;360;39
23/01/2018;11;320;43;360;39
23/01/2018;12;320;43;360;39
23/01/2018;13;320;43;360;39
23/01/2018;14;320;43;360;39
23/01/2018;15;320;43;360;39
23/01/2018;16;320;43;360;39
23/01/2018;17;320;43;360;39
23/01/2018;18;320;43;360;39
23/01/2018;19;320;43;360;39
23/01/2018;20;320;43;360;39
23/01/2018;21;320;43;360;39
23/01/2018;22;320;43;360;39
23/01/2018;23;320;43;360;39
24/01/2018;0;320;43;360;39
24/01/2018;1;320;43;360;39
24/01/2018;2;320;43;360;39
24/01/2018;3;320;43;360;39
24/01/2018;4;320;43;360;39
24/01/2018;5;320;43;360;39
24/01/2018;6;320;43;360;39
24/01/2018;7;320;43;360;39
24/01/2018;8;320;43;360;39
24/01/2018;9;320;43;360;39
24/01/2018;10;320;43;360;39
24/01/2018;11;320;43;360;39
24/01/2018;12;320;43;360;39
24/01/2018;13;320;43;360;39
24/01/2018;14;320;43;360;39
24/01/2018;15;320;43;360;39
24/01/2018;16;320;43;360;39
24/01/2018;17;320;43;360;39
24/01/2018;18;320;43;360;39
24/01/2018;19;320;43;360;39
24/01/2018;20;320;43;360;39
24/01/2018;21;320;43;360;39
24/01/2018;22;320;43;360;39
24/01/2018;23;320;43;360;39
25/01/2018;0;320;43;360;39
25/01/2018;1;320;43;360;39
25/01/2018;2;320;43;360;39
25/01/2018;3;320;43;360;39
25/01/2018;4;320;43;360;39
25/01/2018;5;320;43;360;39
25/01/2018;6;320;43;360;39
25/01/2018;7;320;43;360;39
25/01/2018;8;320;43;360;39
25/01/2018;9;320;43;360;39
25/01/2018;10;320;43;360;39
25/01/2018;11;320;43;360;39
25/01/2018;12;320;43;360;39
25/01/2018;13;320;43;360;39
25/01/2018;14;320;43;360;39
25/01/2018;15;320;43;360;39
25/01/2018;16;320;43;360;39
25/01/2018;17;320;43;360;39
25/01/2018;18;320;43;360;39
25/01/2018;19;320;43;360;39
25/01/2018;20;320;43;360;39
25/01/2018;21;320;43;360;39
25/01/2018;22;320;43;360;39
25/01/2018;23;320;43;360;39
26/01/2018;0;320;43;360;39
26/01/2018;1;320;43;360;39
26/01/2018;2;320;43;360;39
26/01/2018;3;320;43;360;39
26/01/2018;4;320;43;360;39
26/01/2018;5;320;43;360;39
26/01/2018;6;320;43;360;39
26/01/2018;7;320;43;360;39
26/01/2018;8;320;43;360;39
26/01/2018;9;320;43;360;39
26/01/2018;10;320;43;360;39
26/01/2018;11;320;43;360;39
26/01/2018;12;320;43;360;39
26/01/2018;13;320;43;360;39
26/01/2018;14;320;43;360;39
26/01/2018;15;320;43;360;39
26/01/2018;16;320;43;360;39
26/01/2018;17;320;43;360;39
26/01/2018;18;320;43;360;39
26/01/2018;19;320;43;360;39
26/01/2018;20;320;43;360;39
26/01/2018;21;320;43;360;39
26/01/2018;22;320;43;360;39
26/01/2018;23;320;43;360;39
27/01/2018;0;320;43;360;39
27/01/2018;1;320;43;360;39
27/01/2018;2;320;43;360;39
27/01/2018;3;320;43;360;39
27/01/2018;4;320;43;360;39
27/01/2018;5;320;43;360;39
27/01/2018;6;320;43;360;39
27/01/2018;7;320;43;360;39
27/01/2018;8;320;43;360;39
27/01/2018;9;320;43;360;39
27/01/2018;10;320;43;360;39
27/01/2018;11;320;43;360;39
27/01/2018;12;320;43;360;39
27/01/2018;13;320;43;360;39
27/01/2018;14;320;43;360;39
27/01/2018;15;320;43;360;39
27/01/2018;16;320;43;360;39
27/01/2018;17;320;43;360;39
27/01/2018;18;320;43;360;39
27/01/2018;19;320;43;360;39
27/01/2018;20;320;43;360;39
27/01/2018;21;320;43;360;39
27/01/2018;22;320;43;360;39
27/01/2018;23;320;43;360;39
28/01/2018;0;320;43;360;39
28/01/2018;1;320;43;360;39
28/01/2018;2;320;43;360;39
28/01/2018;3;320;43;360;39
28/01/2018;4;320;43;360;39
28/01/2018;5;320;43;360;39
28/01/2018;6;320;43;360;39
28/01/2018;7;320;43;360;39
28/01/2018;8;320;43;360;39
28/01/2018;9;320;43;360;39
28/01/2018;10;320;43;360;39
28/01/2018;11;320;43;360;39
28/01/2018;12;320;43;360;39
28/01/2018;13;320;43;360;39
28/01/2018;14;320;43;360;39
28/01/2018;15;320;43;360;39
28/01/2018;16;320;43;360;39
28/01/2018;17;320;43;360;39
28/01/2018;18;320;43;360;39
28/01/2018;19;320;43;360;39
28/01/2018;20;320;43;360;39
28/01/2018;21;320;43;360;39
28/01/2018;22;320;43;360;39
28/01/2018;23;320;43;360;39
29/01/2018;0;320;43;360;39
29/01/2018;1;320;43;360;39
29/01/2018;2;320;43;360;39
29/01/2018;3;320;43;360;39
29/01/2018;4;320;43;360;39
29/01/2018;5;320;43;360;39
29/01/2018;6;320;43;360;39
29/01/2018;7;320;43;360;39
29/01/2018;8;320;43;360;39
29/01/2018;9;320;43;360;39
29/01/2018;10;320;43;360;39
29/01/2018;11;320;43;360;39
29/01/2018;12;320;43;360;39
29/01/2018;13;320;43;360;39
29/01/2018;14;320;43;360;39
29/01/2018;15;320;43;360;39
29/01/2018;16;320;43;360;39
29/01/2018;17;320;43;360;39
29/01/2018;18;320;43;360;39
29/01/2018;19;320;43;360;39
29/01/2018;20;320;43;360;39
29/01/2018;21;320;43;360;39
29/01/2018;22;320;43;360;39
29/01/2018;23;320;43;360;39
30/01/2018;0;320;43;360;39
30/01/2018;1;320;43;360;39
30/01/2018;2;320;43;360;39
30/01/2018;3;320;43;360;39
30/01/2018;4;320;43;360;39
30/01/2018;5;320;43;360;39
30/01/2018;6;320;43;360;39
30/01/2018;7;320;43;360;39
30/01/2018;8;320;43;360;39
30/01/2018;9;320;43;360;39
30/01/2018;10;320;43;360;39
30/01/2018;11;320;43;360;39
30/01/2018;12;320;43;360;39
30/01/2018;13;320;43;360;39
30/01/2018;14;320;43;360;39
30/01/2018;15;320;43;360;39
30/01/2018;16;320;43;360;39
30/01/2018;17;320;43;360;39
30/01/2018;18;320;43;360;39
30/01/2018;19;320;43;360;39
30/01/2018;20;320;43;360;39
30/01/2018;21;320;43;360;39
30/01/2018;22;320;43;360;39
30/01/2018;23;320;43;360;39
31/01/2018;0;320;43;360;39
31/01/2018;1;320;43;360;39
31/01/2018;2;320;43;360;39
31/01/2018;3;320;43;360;39
31/01/2018;4;320;43;360;39
31/01/2018;5;320;43;360;39
31/01/2018;6;320;43;360;39
31/01/2018;7;320;43;360;39
31/01/2018;8;320;43;360;39
31/01/2018;9;320;43;360;39
31/01/2018;10;320;43;360;39
31/01/2018;11;320;43;360;39
31/01/2018;12;320;43;360;39
31/01/2018;13;320;43;360;39
31/01/2018;14;320;43;360;39
31/01/2018;15;320;43;360;39
31/01/2018;16;320;43;360;39
31/01/2018;17;320;43;360;39
31/01/2018;18;320;43;360;39
31/01/2018;19;320;43;360;39
31/01/2018;20;320;43;360;39
31/01/2018;21;320;43;360;39
31/01/2018;22;320;43;360;39
31/01/2018;23;320;43;360;39
